n_tokens_title,n_tokens_content,n_unique_tokens,n_non_stop_words,n_non_stop_unique_tokens,num_hrefs,num_self_hrefs,num_imgs,average_token_length,num_keywords,self_reference_min_shares,self_reference_max_shares,self_reference_avg_sharess,weekday_is_monday,weekday_is_tuesday,weekday_is_wednesday,weekday_is_thursday,weekday_is_friday,weekday_is_saturday,weekday_is_sunday,is_weekend,LDA_00,LDA_01,LDA_02,LDA_03,LDA_04,global_subjectivity,global_sentiment_polarity,global_rate_positive_words,global_rate_negative_words,rate_positive_words,rate_negative_words,avg_positive_polarity,min_positive_polarity,max_positive_polarity,avg_negative_polarity,min_negative_polarity,max_negative_polarity,title_subjectivity,title_sentiment_polarity,abs_title_subjectivity,abs_title_sentiment_polarity,shares
12,341,0.498470946,0.999999995,0.601809952,4,1,1,4.671554252,10,7500,7500,7500,0,0,0,0,1,0,0,0,0.020003111,0.020328092,0.020002017,0.919665334,0.020001446,0.441503268,0.226143791,0.029325513,0.002932551,0.909090909,0.090909091,0.4,0.1,0.5,-0.155555556,-0.155555556,-0.155555556,0,0,0.5,0,18000
9,537,0.503952568,0.999999997,0.601626015,3,2,13,4.884543762,9,3600,3600,3600,0,0,0,0,1,0,0,0,0.02222389,0.022224855,0.657464412,0.15562921,0.142457633,0.542916667,0.050182292,0.026070764,0.020484171,0.56,0.44,0.457857143,0.16,1,-0.436742424,-1,-0.125,1,-0.125,0.5,0.125,2500
8,358,0.502857141,0.999999995,0.686813183,4,4,1,4.254189944,4,4500,15300,10400,0,0,0,0,1,0,0,0,0.799705141,0.05000589,0.050152769,0.050135808,0.050000392,0.504063678,0.06507471,0.039106145,0.019553073,0.666666667,0.333333333,0.24766543,0.033333333,0.55,-0.207142857,-0.7,-0.125,0,0,0.5,0,18200
11,221,0.660550456,0.999999994,0.756249995,8,6,1,4.895927602,10,791,2000,1398.5,0,0,0,0,1,0,0,0,0.117643019,0.822059001,0.020001406,0.020296392,0.020000182,0.373717949,0.525874126,0.049773756,0,1,0,0.621487603,0.136363636,1,0,0,0,0.5,0.136363636,0,0.136363636,924
10,195,0.618556698,0.999999992,0.721311469,5,3,1,4.882051282,5,837,2400,1512.333333,0,0,0,0,1,0,0,0,0.244039103,0.040001983,0.040262848,0.040208224,0.635487842,0.441666667,0.280769231,0.041025641,0,1,0,0.45625,0.2,1,0,0,0,0,0,0.5,0,730
10,604,0.433774834,0.999999997,0.588405795,13,7,1,4.594370861,7,2300,3300,2800,0,0,0,0,1,0,0,0,0.029076699,0.028804877,0.171639667,0.028753664,0.741725093,0.585979756,0.131059333,0.043046358,0.014900662,0.742857143,0.257142857,0.348286713,0.033333333,0.8,-0.202380952,-0.4,-0.05,0.454545455,0.136363636,0.045454545,0.136363636,3500
11,707,0.446043165,0.999999998,0.615012105,3,2,1,4.405940594,8,2900,2900,2900,0,0,0,0,1,0,0,0,0.02529618,0.025019637,0.025046193,0.025041131,0.899596859,0.467240216,0.150195802,0.069306931,0.01980198,0.777777778,0.222222222,0.338532556,0.1,1,-0.291964286,-0.75,-0.1,0.454545455,0.136363636,0.045454545,0.136363636,1900
10,331,0.649230767,0.999999995,0.813084108,8,0,1,5.117824773,6,0,0,0,0,0,0,0,1,0,0,0,0.033333518,0.033333556,0.866181628,0.03333349,0.033817809,0.364208588,0.1383403,0.042296073,0.024169184,0.636363636,0.363636364,0.395292208,0.05,1,-0.190277778,-0.3,-0.1,0,0,0.5,0,614
9,529,0.460348162,0.999999997,0.589665652,2,1,18,4.65973535,8,396,396,396,0,0,0,0,1,0,0,0,0.025008058,0.270068725,0.025005093,0.025005058,0.654913066,0.421691919,0.221382576,0.035916824,0.015122873,0.703703704,0.296296296,0.481020734,0.136363636,1,-0.2125,-0.5,-0.025,0,0,0.5,0,2900
6,358,0.622478384,0.999999995,0.776744182,24,6,1,5.391061453,8,1600,1600,1600,0,0,0,0,1,0,0,0,0.189321754,0.025033332,0.319210402,0.02541672,0.441017793,0.492621528,0.189713542,0.055865922,0.025139665,0.689655172,0.310344828,0.41375,0.1,0.8,-0.257407407,-0.5,-0.05,0.333333333,0.25,0.166666667,0.25,1600
11,877,0.433734939,0.999999998,0.584120982,45,8,1,5.095781072,8,832,11700,4922,0,0,0,0,1,0,0,0,0.150683853,0.025439641,0.469617556,0.025001984,0.329256966,0.488382704,0.277049689,0.059293044,0.030786773,0.658227848,0.341772152,0.603076923,0.1,1,-0.228571429,-0.8,-0.033333333,0.475,0.375,0.025,0.375,1100
8,270,0.583643121,0.999999993,0.781456948,5,2,0,4.133333333,7,5100,5100,5100,0,0,0,0,1,0,0,0,0.028917426,0.028637614,0.028614554,0.02862841,0.885201996,0.449921576,0.16343403,0.048148148,0.014814815,0.764705882,0.235294118,0.371844822,0.1,0.6,-0.26875,-0.6,-0.125,0,0.1,0.5,0.1,1100
14,233,0.570815448,0.999999994,0.629870126,10,1,7,4.789699571,6,4300,4300,4300,0,0,0,0,1,0,0,0,0.033428249,0.207106376,0.033337032,0.692580001,0.033548343,0.511706349,0.164285714,0.025751073,0.012875536,0.666666667,0.333333333,0.5,0.25,0.8,-0.233333333,-0.3,-0.2,0,0,0.5,0,2200
8,264,0.654618471,0.999999994,0.74157303,3,1,0,4.666666667,9,2500,2500,2500,0,0,0,0,1,0,0,0,0.137189432,0.0226174,0.02223191,0.795731882,0.022229376,0.433333333,0.226923077,0.03030303,0.007575758,0.8,0.2,0.3,0.1,0.5,-0.275,-0.3,-0.25,0,0,0.5,0,582
8,148,0.72108843,0.99999999,0.865979373,6,2,0,4.72972973,10,1500,1500,1500,0,0,0,0,1,0,0,0,0.191457928,0.747757279,0.020122323,0.020655609,0.020006862,0.494343434,0.193636364,0.040540541,0.013513514,0.75,0.25,0.394949495,0.033333333,1,-0.116666667,-0.2,-0.033333333,0.75,0.8,0.25,0.8,1000
10,315,0.617834393,0.999999995,0.741116748,3,0,1,5.066666667,6,0,0,0,0,0,0,0,1,0,0,0,0.033540085,0.533311866,0.033340823,0.03345389,0.366353336,0.458333333,0.059868421,0.038095238,0.025396825,0.6,0.4,0.435416667,0.1,0.75,-0.33125,-0.4,-0.125,0.7,-0.2,0.2,0.2,1700
14,696,0.480463096,0.999999997,0.743169397,5,1,1,4.017241379,7,0,0,0,0,0,0,0,1,0,0,0,0.029381893,0.028574989,0.757597168,0.155292292,0.029153657,0.399042146,0.000670498,0.024425287,0.038793103,0.386363636,0.613636364,0.37254902,0.0625,0.7,-0.233744856,-0.7,-0.05,0.433333333,-0.166666667,0.066666667,0.166666667,720
11,98,0.744897952,0.999999982,0.78947367,1,0,0,4.704081633,7,0,0,0,0,0,0,0,1,0,0,0,0.028620841,0.348304046,0.028588487,0.565911678,0.028574947,0.583673469,0.264030612,0.071428571,0.010204082,0.875,0.125,0.347959184,0.1,0.5,-0.1875,-0.1875,-0.1875,0.825,0.425,0.325,0.425,19800
7,719,0.492329149,0.999999998,0.685230023,13,5,1,4.650904033,10,1300,3600,2233.333333,0,0,0,0,1,0,0,0,0.020266151,0.020031625,0.020002725,0.020037837,0.919661662,0.451534202,0.107703363,0.027816412,0.015299026,0.64516129,0.35483871,0.364437229,0.1,1,-0.214772727,-0.5,-0.05,0,0,0.5,0,1500
11,1364,0.388026607,0.999999999,0.534360189,23,23,28,4.615102639,10,545,16000,2764.173913,0,0,0,0,1,0,0,0,0.020036053,0.254930777,0.02000176,0.020086147,0.684945263,0.538369627,0.245481547,0.068914956,0.014662757,0.824561404,0.175438596,0.395277701,0.1,1,-0.197460317,-0.5,-0.05,0.821428571,0.357142857,0.321428571,0.357142857,3000
11,1408,0.395698924,0.999999999,0.536117381,22,22,33,4.596590909,10,545,16000,3053.6,0,0,0,0,1,0,0,0,0.020036129,0.25670477,0.02000179,0.020086478,0.683170833,0.495237379,0.228850305,0.072443182,0.019886364,0.784615385,0.215384615,0.409776759,0.05,1,-0.238839286,-0.5,-0.05,0.4,-0.4,0.1,0.4,2500
12,324,0.592948716,0.999999995,0.707070704,6,4,0,4.194444444,7,3400,4100,3833.333333,0,0,0,0,1,0,0,0,0.028608673,0.028637213,0.028584257,0.885595833,0.028574024,0.612507937,0.071444444,0.024691358,0.027777778,0.470588235,0.529411765,0.56875,0.25,1,-0.245987654,-0.6,-0.05,0,0,0.5,0,4400
11,257,0.622047242,0.999999994,0.801282046,4,1,1,4.626459144,9,2000,2000,2000,0,0,0,0,1,0,0,0,0.022222941,0.800773939,0.022222584,0.022684154,0.132096382,0.360416667,0.280902778,0.054474708,0.019455253,0.736842105,0.263157895,0.567857143,0.1,1,-0.256666667,-0.666666667,-0.1,0.2,0.1,0.3,0.1,1400
9,328,0.609756096,0.999999995,0.793650789,11,0,1,4.951219512,7,0,0,0,0,0,0,0,1,0,0,0,0.310392694,0.028573198,0.028573941,0.028572,0.603888167,0.522181818,0.180121212,0.045731707,0.015243902,0.75,0.25,0.409090909,0.1,1,-0.326666667,-0.5,-0.166666667,0,0,0.5,0,1600
10,204,0.682051279,0.999999993,0.736111106,7,2,1,5.220588235,6,0,0,0,0,0,0,0,1,0,0,0,0.366484427,0.533513959,0.033333506,0.033334529,0.033333579,0.5625,-0.09537037,0.019607843,0.053921569,0.266666667,0.733333333,0.45,0.1,1,-0.312121212,-0.5,-0.133333333,0.8,-0.316666667,0.3,0.316666667,2100
10,230,0.654867254,0.999999992,0.84615384,3,1,1,4.343478261,5,38,38,38,0,0,0,0,1,0,0,0,0.041019948,0.040719467,0.040006194,0.041497793,0.836756598,0.504747475,0.022424242,0.039130435,0.026086957,0.6,0.4,0.381818182,0.1,1,-0.45,-0.6,-0.1,0.666666667,-0.5,0.166666667,0.5,1100
12,996,0.413793103,0.999999998,0.533751961,21,20,25,4.669678715,10,545,16000,3151.157895,0,0,0,0,1,0,0,0,0.020047505,0.020109421,0.020005835,0.020065868,0.91977137,0.541922873,0.266609904,0.077309237,0.018072289,0.810526316,0.189473684,0.426962388,0.1,1,-0.3125,-0.8,-0.05,0.916666667,0.516666667,0.416666667,0.516666667,2100
13,578,0.47368421,0.999999997,0.599999998,4,3,19,4.664359862,8,344,1400,859.6666667,0,0,0,0,1,0,0,0,0.152323852,0.166847017,0.025008134,0.025008501,0.630812496,0.453967051,0.127582973,0.044982699,0.008650519,0.838709677,0.161290323,0.291608392,0.033333333,0.8,-0.356666667,-1,-0.05,0.9,0.4,0.4,0.4,840
11,1175,0.40207075,0.999999999,0.534979423,23,23,20,4.573617021,9,545,16000,3053.6,0,0,0,0,1,0,0,0,0.022222332,0.339905369,0.022222523,0.022222617,0.59342716,0.512925415,0.244326458,0.073191489,0.017021277,0.811320755,0.188679245,0.411664905,0.0625,1,-0.23875,-1,-0.05,0,0,0.5,0,1100
11,291,0.620209057,0.999999994,0.812865492,9,1,1,4.556701031,7,2500,2500,2500,0,0,0,0,1,0,0,0,0.028576766,0.028577196,0.885696273,0.028574969,0.028574796,0.413056426,0.144623824,0.051546392,0.013745704,0.789473684,0.210526316,0.342939394,0.1,1,-0.2625,-0.5,-0.15,0.5,-0.25,0,0.25,1600
10,416,0.543902438,0.999999996,0.710084031,8,5,0,4.78125,6,1700,8700,4450,0,0,0,0,1,0,0,0,0.033834754,0.034391378,0.861636729,0.03337212,0.036765018,0.561862991,0.110184552,0.040865385,0.024038462,0.62962963,0.37037037,0.47276547,0.136363636,0.8,-0.414166667,-0.8,-0.125,0.05,0.1,0.45,0.1,2100
8,208,0.67307692,0.999999993,0.78571428,4,0,1,5.264423077,8,0,0,0,0,0,0,0,1,0,0,0,0.025000241,0.025000098,0.899998404,0.025000069,0.025001189,0.378713324,0.087484367,0.048076923,0.019230769,0.714285714,0.285714286,0.276772727,0.1,0.5,-0.232638889,-0.4,-0.125,0,0,0.5,0,2200
11,151,0.710344823,0.999999988,0.788235285,5,1,0,4.40397351,9,1500,1500,1500,0,0,0,0,1,0,0,0,0.798844069,0.134032159,0.022354173,0.022252529,0.022517071,0.46707989,0.076033058,0.033112583,0.013245033,0.714285714,0.285714286,0.280606061,0.1,0.5,-0.283333333,-0.4,-0.166666667,0,0,0.5,0,9000
12,337,0.61198738,0.999999995,0.726851848,4,2,0,4.608308605,5,5300,9300,7300,0,0,0,0,1,0,0,0,0.040080797,0.040142055,0.041721352,0.838049286,0.04000651,0.490814394,0.364015152,0.047477745,0.002967359,0.941176471,0.058823529,0.564772727,0.1,1,-0.3,-0.3,-0.3,0.6,0.5,0.1,0.5,622
13,178,0.634831457,0.99999999,0.76237623,3,3,1,4.342696629,10,727,788,757.5,0,0,0,0,1,0,0,0,0.020000355,0.368633827,0.020000417,0.020000094,0.571365308,0.547354497,0.196772487,0.061797753,0.016853933,0.785714286,0.214285714,0.362922078,0.16,0.6,-0.126851852,-0.155555556,-0.1,0.642857143,0.214285714,0.142857143,0.214285714,1000
9,787,0.519948519,0.999999998,0.708333332,16,15,26,4.536213469,6,274,18200,2822.769231,0,0,0,0,1,0,0,0,0.033358043,0.033650811,0.03333431,0.033333481,0.866323355,0.435195271,0.137437741,0.022871665,0.01270648,0.642857143,0.357142857,0.399675325,0.1,1,-0.282777778,-0.5,-0.05,0.488095238,0.232142857,0.011904762,0.232142857,658
6,325,0.613003094,0.999999995,0.756345174,1,1,0,4.501538462,9,0,0,0,0,0,0,0,1,0,0,0,0.022252454,0.290038648,0.02224465,0.022236505,0.643227744,0.384566327,0.143367347,0.024615385,0.009230769,0.727272727,0.272727273,0.319642857,0.1,0.5,-0.183333333,-0.3125,-0.05,0,0,0.5,0,1400
10,476,0.496583142,0.999999996,0.636704117,4,4,4,4.06512605,10,1300,1300,1300,0,0,0,0,1,0,0,0,0.02001965,0.397313018,0.020007776,0.020001932,0.542657624,0.641526375,0.305425285,0.039915966,0.006302521,0.863636364,0.136363636,0.476876282,0.136363636,1,-0.151388889,-0.1875,-0.1,0.333333333,0.25,0.166666667,0.25,1500
12,470,0.487124462,0.999999996,0.689922478,3,3,7,4.389361702,10,0,0,0,0,0,0,0,1,0,0,0,0.020031931,0.120294833,0.02000208,0.020123185,0.819547971,0.381781046,0.104509804,0.036170213,0.019148936,0.653846154,0.346153846,0.359901961,0.1,0.7,-0.123148148,-0.2,-0.05,0,0,0.5,0,2300
8,252,0.635593218,0.999999994,0.741935479,4,3,1,4.416666667,10,2900,5800,4350,0,0,0,0,1,0,0,0,0.020543133,0.020100976,0.020014412,0.576681732,0.362659748,0.551759834,0.355797101,0.075396825,0.003968254,0.95,0.05,0.446491228,0.05,1,-0.1,-0.1,-0.1,0.4,0.1,0.1,0.1,5200
7,203,0.668367344,0.999999992,0.826771647,4,0,1,4.980295567,5,0,0,0,0,0,0,0,0,1,0,1,0.040019216,0.040701965,0.6697996,0.209476392,0.040002828,0.455808081,0.089983165,0.039408867,0.024630542,0.615384615,0.384615385,0.308712121,0.033333333,0.6,-0.32,-0.75,-0.1,0,0,0.5,0,5300
11,351,0.52148997,0.999999995,0.658653843,9,6,1,4.626780627,6,1600,1800,1700,0,0,0,0,0,1,0,1,0.033405239,0.033359023,0.035127736,0.033348575,0.864759427,0.384329405,0.184974747,0.051282051,0.014245014,0.782608696,0.217391304,0.317045455,0.1,1,-0.3825,-0.5,-0.3,0.7,0.4,0.2,0.4,1600
11,566,0.553113552,0.999999997,0.734513272,18,2,11,4.360424028,9,3700,3700,3700,0,0,0,0,0,1,0,1,0.022234192,0.023085996,0.022417209,0.537389819,0.394872785,0.449657287,0.13901921,0.042402827,0.019434629,0.685714286,0.314285714,0.417288961,0.05,1,-0.267045455,-0.8,-0.1,0.5,0.4,0,0.4,6300
13,297,0.532203388,0.999999995,0.583732055,1,1,21,4.902356902,7,1000,1000,1000,0,0,0,0,0,1,0,1,0.028571858,0.028792967,0.028571947,0.02857152,0.885491708,0.509943182,0.110274621,0.026936027,0.013468013,0.666666667,0.333333333,0.417424242,0.136363636,1,-0.39375,-0.8,-0.125,0.5,0.5,0,0.5,2000
8,104,0.754901953,0.999999983,0.862068951,4,2,1,4.644230769,10,0,0,0,0,0,0,0,0,1,0,1,0.020022788,0.020076173,0.124417562,0.815440384,0.020043093,0.6775,0.385,0.067307692,0.009615385,0.875,0.125,0.564285714,0.25,1,-0.1,-0.1,-0.1,0.75,0.5,0.25,0.5,2300
9,1438,0.466053748,0.999999999,0.641137855,56,47,1,4.829624478,9,648,28400,4718.023256,0,0,0,0,0,1,0,1,0.347205391,0.022275174,0.216269653,0.144779919,0.269469863,0.441249017,0.162586398,0.052851182,0.013212796,0.8,0.2,0.331432274,0.033333333,1,-0.287249373,-1,-0.033333333,0,0,0.5,0,1900
13,293,0.585365852,0.999999994,0.75903614,6,5,1,4.66552901,8,1700,1700,1700,0,0,0,0,0,1,0,1,0.232248391,0.372991723,0.344263384,0.025495436,0.025001065,0.452181818,0.234454545,0.058020478,0.006825939,0.894736842,0.105263158,0.399197861,0.1,0.6,-0.1625,-0.2,-0.125,0.5,0.5,0,0.5,1700
7,655,0.524180966,0.999999998,0.688725489,12,12,26,4.465648855,8,274,4600,1541.333333,0,0,0,0,0,1,0,1,0.025054838,0.195880679,0.025066426,0.324942053,0.429056003,0.593159812,0.231064214,0.024427481,0.010687023,0.695652174,0.304347826,0.446866883,0.136363636,1,-0.357539683,-0.5,-0.155555556,1,0.5,0.5,0.5,1600
10,995,0.380612245,0.999999998,0.575525812,20,0,1,4.357788945,9,0,0,0,0,0,0,0,0,1,0,1,0.910959681,0.022233183,0.022227907,0.022268563,0.022310665,0.451687911,0.080701259,0.048241206,0.026130653,0.648648649,0.351351351,0.387836851,0.033333333,0.8,-0.418963675,-0.7,-0.1,0.666666667,-0.7,0.166666667,0.7,1400
14,138,0.715328462,0.999999988,0.849999989,8,0,0,4.210144928,9,0,0,0,0,0,0,0,0,1,0,1,0.751837666,0.022426765,0.022253755,0.181231433,0.022250382,0.441184807,0.150595238,0.057971014,0.02173913,0.727272727,0.272727273,0.434375,0.2,0.7,-0.455555556,-1,-0.166666667,0,0,0.5,0,2100
13,1081,0.420358152,0.999999998,0.563909774,21,21,20,4.585568918,8,545,16000,2950.47619,0,0,0,0,0,1,0,1,0.025019577,0.15881896,0.02500345,0.025000234,0.766157779,0.504107041,0.278770522,0.07400555,0.012950971,0.85106383,0.14893617,0.425975108,0.1,1,-0.216071429,-0.5,-0.05,0,0,0.5,0,3400
12,321,0.617554857,0.999999995,0.814207646,1,1,0,4.336448598,10,0,0,0,0,0,0,0,0,1,0,1,0.020021735,0.356061918,0.020009755,0.02015393,0.583752662,0.471306818,0.145170455,0.056074766,0.015576324,0.782608696,0.217391304,0.428472222,0.0625,1,-0.1225,-0.1875,-0.033333333,0.666666667,0.166666667,0.166666667,0.166666667,1000
10,910,0.449500554,0.999999998,0.575551782,20,19,20,4.685714286,10,545,16000,3151.157895,0,0,0,0,0,1,0,1,0.020000965,0.11440115,0.020011307,0.020000516,0.825586061,0.495284632,0.251748485,0.081318681,0.017582418,0.822222222,0.177777778,0.402600913,0.1,1,-0.238392857,-0.6,-0.05,0,0,0.5,0,1800
13,747,0.519021738,0.999999998,0.73623853,14,11,1,4.431057564,8,1000,19000,4072.727273,0,0,0,0,0,1,0,1,0.02500026,0.27500355,0.649993708,0.025000825,0.025001657,0.41047947,0.089189296,0.036144578,0.016064257,0.692307692,0.307692308,0.358225108,0.136363636,0.7,-0.357638889,-0.6,-0.166666667,0.3,1,0.2,1,25200
10,1159,0.399126637,0.999999999,0.550212163,21,20,19,4.564279551,10,545,16000,3151.157895,0,0,0,0,0,1,0,1,0.02004145,0.020286275,0.020007362,0.02034129,0.919323623,0.506038762,0.283834346,0.072476273,0.011216566,0.865979381,0.134020619,0.41090806,0.1,1,-0.213461538,-0.5,-0.05,0.642857143,0.214285714,0.142857143,0.214285714,15700
11,147,0.734693873,0.999999988,0.855421676,6,4,0,4.646258503,9,4800,4800,4800,0,0,0,0,0,1,0,1,0.132797034,0.022312185,0.338428632,0.022512011,0.483950139,0.426388889,0.111805556,0.040816327,0.027210884,0.6,0.4,0.377777778,0.033333333,0.8,-0.23125,-0.375,-0.1,0.05,-0.075,0.45,0.075,1700
12,138,0.644927532,0.999999987,0.74999999,5,3,0,4.130434783,8,1000,1000,1000,0,0,0,0,0,1,0,1,0.240673327,0.02538387,0.025071484,0.559842974,0.149028345,0.488888889,-0.128703704,0.014492754,0.036231884,0.285714286,0.714285714,0.5,0.5,0.5,-0.551666667,-1,-0.033333333,0.75,-0.25,0.25,0.25,2700
9,738,0.402877697,0.999999998,0.507526881,11,1,11,4.440379404,10,0,0,0,0,0,0,0,0,1,0,1,0.020037983,0.020011468,0.020003769,0.020067215,0.919879565,0.462921589,0.206338812,0.055555556,0.017615176,0.759259259,0.240740741,0.393932003,0.136363636,1,-0.216452991,-0.4,-0.05,0.5,0.5,0,0.5,5400
7,935,0.449023861,0.999999998,0.573529411,31,31,20,4.730481283,5,396,28300,5335.6,0,0,0,0,0,1,0,1,0.040000591,0.040685092,0.240066001,0.040000368,0.639247949,0.514333201,0.287134022,0.081283422,0.014973262,0.844444444,0.155555556,0.423365801,0.1,1,-0.230952381,-0.5,-0.05,0.5,0.5,0,0.5,1300
10,1036,0.425365853,0.999999998,0.556231002,26,20,20,4.648648649,8,545,16000,3151.157895,0,0,0,0,0,1,0,1,0.025000527,0.15874979,0.025000546,0.025000172,0.766248965,0.532763691,0.299408472,0.079150579,0.013513514,0.854166667,0.145833333,0.431752719,0.1,1,-0.225892857,-0.5,-0.05,0,0,0.5,0,3800
10,996,0.490374873,0.999999998,0.705372616,12,1,1,4.704819277,5,0,0,0,0,0,0,0,0,0,1,1,0.040008719,0.040014795,0.839964646,0.040005831,0.040006009,0.442189511,0.057038288,0.02811245,0.018072289,0.608695652,0.391304348,0.361755952,0.0625,0.9,-0.246759259,-0.8,-0.1,1,1,0.5,1,7900
10,331,0.691318326,0.999999996,0.75217391,18,5,1,5.063444109,10,1200,1500,1366.666667,0,0,0,0,0,0,1,1,0.020425564,0.020247014,0.020213544,0.919012596,0.020101281,0.534722222,0.410763889,0.045317221,0.006042296,0.882352941,0.117647059,0.5,0.2,1,-0.1375,-0.15,-0.125,0.5,0.3,0,0.3,731
10,497,0.533880902,0.999999997,0.69463087,14,3,9,4.503018109,6,4600,4600,4600,0,0,0,0,0,0,1,1,0.033713019,0.207074708,0.033338518,0.692332788,0.033540968,0.493962585,0.159760015,0.052313883,0.022132797,0.702702703,0.297297297,0.3996337,0.1,0.833333333,-0.26489899,-0.5,-0.05,0,0,0.5,0,1900
9,678,0.493273542,0.999999997,0.724867723,16,0,1,4.668141593,9,0,0,0,0,0,0,0,0,0,1,1,0.910969834,0.022233171,0.02222792,0.022269449,0.022299627,0.495922649,0.197915378,0.07079646,0.019174041,0.786885246,0.213114754,0.39898539,0.1,1,-0.243192918,-1,-0.1,0,0,0.5,0,3100
7,211,0.636363633,0.999999993,0.714285709,13,1,11,5.061611374,8,2700,2700,2700,0,0,0,0,0,0,1,1,0.0252304,0.025040994,0.025016424,0.025824582,0.8988876,0.451414141,0.103813131,0.033175355,0.014218009,0.7,0.3,0.330194805,0.1,0.6,-0.251388889,-0.4,-0.166666667,0.4,0.1,0.1,0.1,1900
9,1821,0.37368712,0.999999999,0.552730696,30,24,20,4.449203734,10,545,16000,3022.47619,0,0,0,0,0,0,1,1,0.020183389,0.243362207,0.020021514,0.020035951,0.696396939,0.507921457,0.238007511,0.051619989,0.012081274,0.810344828,0.189655172,0.441941144,0.1,1,-0.252272727,-0.5,-0.05,0.9,0.6,0.4,0.6,9700
12,190,0.622340422,0.999999991,0.783783777,4,2,0,5.026315789,6,4800,4800,4800,0,0,0,0,0,0,1,1,0.033424004,0.03350585,0.446397119,0.033734322,0.452938705,0.437621753,0.233563312,0.021052632,0.005263158,0.8,0.2,0.498376623,0.136363636,0.8,-0.125,-0.125,-0.125,0,0,0.5,0,3400
13,174,0.658959534,0.999999992,0.724999994,3,3,1,4.597701149,7,1200,1500,1333.333333,0,0,0,0,0,0,1,1,0.028573149,0.884690154,0.028572645,0.029591636,0.028572416,0.437826087,0.475434783,0.109195402,0.011494253,0.904761905,0.095238095,0.592105263,0.2,1,-0.0875,-0.125,-0.05,0.5,0.3,0,0.3,894
10,1245,0.43289689,0.999999999,0.533701657,44,5,16,5.106024096,10,1100,2000,1575,0,0,0,0,0,0,1,1,0.020000972,0.597027126,0.020000403,0.144928743,0.218042756,0.343509299,0.136949755,0.036144578,0.012851406,0.737704918,0.262295082,0.370519481,0.1,1,-0.358680556,-0.7,-0.125,0.5,0.35,0,0.35,1300
16,83,0.843373484,0.99999998,0.919999982,5,3,1,4.795180723,10,6700,6700,6700,0,0,0,0,0,0,1,1,0.020001101,0.451970922,0.020001028,0.095296946,0.412730004,0.402380952,0.197619048,0.048192771,0.024096386,0.666666667,0.333333333,0.4875,0.1,0.8,-0.283333333,-0.4,-0.166666667,0,0,0.5,0,2100
11,400,0.506426734,0.999999996,0.645569618,13,1,1,4.7325,6,2100,2100,2100,0,0,0,0,0,0,1,1,0.033396047,0.033349632,0.033529262,0.033347161,0.866377898,0.441612554,0.142195305,0.0325,0.01,0.764705882,0.235294118,0.388877789,0.05,0.7,-0.339583333,-0.5,-0.125,0.75,0.25,0.25,0.25,12100
6,279,0.649999998,0.999999994,0.764367812,4,3,1,4.430107527,10,2900,5800,4350,0,0,0,0,0,0,1,1,0.020756242,0.020262376,0.020022356,0.918556103,0.020402923,0.581765935,0.274777952,0.071684588,0.021505376,0.769230769,0.230769231,0.45530303,0.05,1,-0.215509259,-0.5,-0.1,1,0.6,0.5,0.6,1400
9,180,0.648044689,0.999999992,0.694656483,16,3,7,4.516666667,6,2200,2200,2200,0,0,0,0,0,0,1,1,0.033333361,0.03334417,0.033333349,0.86665574,0.03333338,0.642424242,0.122727273,0.033333333,0.016666667,0.666666667,0.333333333,0.416666667,0.1,0.5,-0.383333333,-0.7,-0.2,0,0,0.5,0,3700
12,771,0.492997198,0.999999998,0.691764704,11,3,6,4.368352789,10,1500,1500,1500,0,0,0,0,0,0,1,1,0.020292049,0.020035285,0.020010121,0.140227634,0.799434911,0.553640716,0.214320358,0.049286641,0.018158236,0.730769231,0.269230769,0.455137845,0.1,1,-0.253472222,-0.75,-0.1,0.5,0.5,0,0.5,2200
12,327,0.619496853,0.999999995,0.77435897,4,2,1,4.5382263,8,2700,37400,20050,0,0,0,0,0,0,1,1,0.026214602,0.897911394,0.025197184,0.025675297,0.025001523,0.442424242,0.083603498,0.021406728,0.009174312,0.7,0.3,0.281385281,0.033333333,0.5,-0.341666667,-0.6,-0.125,0.1,0,0.4,0,1300
10,536,0.541509433,0.999999997,0.735294115,8,1,1,4.654850746,8,0,0,0,0,0,0,0,0,0,1,1,0.025013011,0.0250035,0.275942871,0.025001972,0.649038646,0.516923259,0.22557438,0.063432836,0.013059701,0.829268293,0.170731707,0.422326203,0.1,1,-0.230357143,-0.4,-0.1,0,0,0.5,0,1600
10,713,0.40509915,0.999999997,0.596774192,7,5,1,4.451612903,6,7900,7900,7900,0,0,0,0,0,0,1,1,0.033800301,0.033397129,0.864820268,0.034086946,0.033895356,0.500912005,0.147905012,0.047685835,0.012622721,0.790697674,0.209302326,0.331060606,0.05,1,-0.347222222,-1,-0.1,0,0,0.5,0,1400
10,456,0.613425925,0.999999996,0.803846151,19,2,6,4.495614035,7,39200,39200,39200,0,0,0,0,0,0,1,1,0.030106199,0.028734101,0.028791026,0.8831349,0.029233774,0.460368664,0.159907834,0.037280702,0.013157895,0.739130435,0.260869565,0.403361345,0.1,1,-0.316666667,-0.6,-0.05,0.85,0.7,0.35,0.7,14300
